PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
D Wiese,32,20,0.625,3689
EJG Morgan,3,2,0.6666666666666666,3689
F Behardien,42,38,0.9047619047619048,3689
F du Plessis,39,34,0.8717948717948718,3689
HM Amla,3,0,0.0,3689
Imran Tahir,1,4,4.0,3689
JC Buttler,6,1,0.16666666666666666,3689
JE Root,126,109,0.8650793650793651,3689
JJ Roy,17,6,0.35294117647058826,3689
JP Duminy,50,31,0.62,3689
K Rabada,1,0,0.0,3689
KJ Abbott,11,3,0.2727272727272727,3689
MM Ali,10,4,0.4,3689
Q de Kock,42,27,0.6428571428571429,3689
SCJ Broad,7,6,0.8571428571428571,3689
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Symonds,12,3,0.25,774
AC Gilchrist,17,15,0.8823529411764706,774
G Gambhir,44,34,0.7727272727272727,774
GB Hogg,52,32,0.6153846153846154,774
Harbhajan Singh,7,4,0.5714285714285714,774
I Sharma,10,2,0.2,774
IK Pathan,31,14,0.45161290322580644,774
JR Hopes,19,19,1.0,774
MEK Hussey,21,5,0.23809523809523808,774
MG Johnson,13,9,0.6923076923076923,774
MJ Clarke,111,79,0.7117117117117117,774
ML Hayden,36,13,0.3611111111111111,774
MM Patel,9,0,0.0,774
MS Dhoni,50,37,0.74,774
NW Bracken,4,0,0.0,774
RG Sharma,3,1,0.3333333333333333,774
RT Ponting,14,10,0.7142857142857143,774
RV Uthappa,38,18,0.47368421052631576,774
S Sreesanth,4,1,0.25,774
SR Clark,9,8,0.8888888888888888,774
SR Tendulkar,15,5,0.3333333333333333,774
Yuvraj Singh,44,26,0.5909090909090909,774
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AK Markram,10,5,0.5,4902
F du Plessis,7,0,0.0,4902
HM Amla,7,6,0.8571428571428571,4902
Q de Kock,22,17,0.7727272727272727,4902
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,1,0,0.0,3302
BB McCullum,11,11,1.0,3302
BMAJ Mendis,10,12,1.2,3302
CJ Anderson,45,47,1.0444444444444445,3302
DL Vettori,4,7,1.75,3302
DPMD Jayawardene,83,94,1.1325301204819278,3302
FDM Karunaratne,17,5,0.29411764705882354,3302
GD Elliott,59,44,0.7457627118644068,3302
HDRL Thirimanne,31,19,0.6129032258064516,3302
HMRKB Herath,2,0,0.0,3302
KC Sangakkara,85,76,0.8941176470588236,3302
KMDN Kulasekara,7,4,0.5714285714285714,3302
KS Williamson,108,103,0.9537037037037037,3302
L Ronchi,16,32,2.0,3302
LRPL Taylor,24,8,0.3333333333333333,3302
MJ Guptill,29,20,0.6896551724137931,3302
NLTC Perera,7,5,0.7142857142857143,3302
SMSM Senanayake,4,1,0.25,3302
TM Dilshan,60,44,0.7333333333333333,3302
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
ADS Fletcher,43,26,0.6046511627906976,901
B Lee,5,12,2.4,901
BJ Haddin,54,50,0.9259259259259259,901
CH Gayle,26,20,0.7692307692307693,901
CL White,8,8,1.0,901
D Ramdin,38,31,0.8157894736842105,901
DJ Bravo,41,33,0.8048780487804879,901
DJG Sammy,37,33,0.8918918918918919,901
FH Edwards,2,1,0.5,901
JE Taylor,10,11,1.1,901
JR Hopes,9,9,1.0,901
KA Pollard,21,11,0.5238095238095238,901
MEK Hussey,61,44,0.7213114754098361,901
MG Johnson,1,3,3.0,901
MJ Clarke,24,9,0.375,901
RR Sarwan,11,2,0.18181818181818182,901
RT Ponting,20,5,0.25,901
SE Marsh,98,81,0.826530612244898,901
SJ Benn,6,7,1.1666666666666667,901
SR Watson,29,31,1.0689655172413792,901
XM Marshall,12,6,0.5,901
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,41,29,0.7073170731707317,3106
AD Mathews,40,34,0.85,3106
BAW Mendis,6,2,0.3333333333333333,3106
DA Miller,8,4,0.5,3106
DPMD Jayawardene,74,48,0.6486486486486487,3106
DW Steyn,39,23,0.5897435897435898,3106
HDRL Thirimanne,50,36,0.72,3106
HM Amla,105,101,0.9619047619047619,3106
Imran Tahir,2,0,0.0,3106
JH Kallis,8,1,0.125,3106
